datetime,volume_XOM,vw_XOM,open_XOM,close_XOM,high_XOM,low_XOM,trades_XOM,close_XOM_lag1,close_XOM_lag2,close_XOM_lag3,close_XOM_lag4,close_XOM_lag5,MA50_XOM,EMA20_XOM,RSI_XOM,upper_bb_XOM,middle_bb_XOM,lower_bb_XOM,ATR_XOM,MACD_XOM,MACD_signal_XOM,ADX_XOM,StochK_XOM,StochD_XOM,CCI_XOM,WilliamsR_XOM,target
2022-12-08 05:00:00,4274507.0,165.4858,165.4,165.99,166.23,164.28,58054,165.4,163.72,163.94,163.66,161.63,,159.26172723136273,86.27667733175937,168.33511995587725,158.08649999999997,147.8378800441227,3.1506858875500408,,,,95.86511737075973,94.47799969386811,118.01337504425182,-1.910828025477553,163.06
2022-12-09 05:00:00,4644814.0,164.7135,166.76,163.06,167.75,162.81,59412,165.99,165.4,163.72,163.94,163.66,,159.62346749504246,72.37222990927904,168.4592782274271,158.75349999999997,149.04772177257286,3.2784940384393235,,,,87.34782872863535,92.32630874183799,98.0127461365318,-35.210210210210214,165.32
2022-12-12 05:00:00,4109432.0,164.619,163.21,165.32,165.49,162.75,55499,163.06,165.99,165.4,163.72,163.94,,160.1659944002765,75.63411074417364,168.7720621319642,159.5115,150.25093786803583,3.2400301785508008,,,,80.45182988836976,87.88825866258829,93.05610691237105,-21.52347209920291,164.79
2022-12-13 05:00:00,5050473.0,165.3492,166.95,164.79,167.5,164.67,68161,165.32,163.06,165.99,165.4,163.72,,160.60637588596447,73.44417325611357,168.97014876095074,160.164,151.35785123904924,3.2107423086543156,,,,72.34947525027233,80.0497112890925,103.71105822453788,-26.217891939769796,164.86
2022-12-14 05:00:00,4485377.0,164.9418,164.6,164.86,165.98,162.83,62758,164.79,165.32,163.06,165.99,165.4,,161.01148294444403,73.55309028836986,169.14614652475825,160.755,152.36385347524174,3.206403572321863,,,,75.55358724534982,76.11829746133066,75.55184654764076,-25.597874224977755,163.1
2022-12-15 05:00:00,5268477.0,163.0002,163.89,163.1,164.61,161.95,65391,164.86,164.79,165.32,163.06,165.99,,161.21038933068746,66.20116757414407,168.69629478034236,161.3165,153.93670521965763,3.185231888584589,,,,68.99911426040738,72.30072558534319,43.76212604881205,-41.1868910540302,160.48
2022-12-16 05:00:00,18879122.0,160.9022,162.05,160.48,163.32,160.48,86027,163.1,164.86,164.79,165.32,163.06,,161.14082844205055,57.058123732892504,167.82682481903672,161.73250000000002,155.63817518096332,3.1605724679714045,,,,56.27398878063176,66.94223009546299,-5.227978391203701,-64.39326837909668,161.49
2022-12-19 05:00:00,4033361.0,161.0989,160.78,161.49,162.23,160.06,58907,160.48,163.1,164.86,164.79,165.32,,161.17408287614097,59.38673920604028,167.31247466450728,162.058,156.8035253354927,3.0898172916877322,,,,46.3241806908768,57.199094577305324,-20.203184737054436,-55.44729849424265,160.58
2022-12-20 05:00:00,4221227.0,160.6823,161.61,160.58,161.85,160.07,51737,161.49,160.48,163.1,164.86,164.79,,161.11750355460373,56.418213626500545,167.0304010200187,162.23149999999998,157.43259897998126,2.996258913710037,,,44.29190583777447,29.293813616222863,43.963994362577154,-42.292665290461116,-92.277992277992,162.21
2022-12-21 05:00:00,3707199.0,162.0129,161.45,162.21,162.73,160.36,49719,160.58,161.49,160.48,163.1,164.86,,161.22155083511765,60.25095013246015,167.01927565348205,162.3525,157.68572434651793,2.9515261341593186,,,43.13498979571328,26.744365581340077,34.12078662947993,-18.041434942268197,-72.04161248374504,163.27
2022-12-22 05:00:00,3606176.0,162.5578,161.87,163.27,163.39,161.53,51426,162.21,160.58,161.49,160.48,163.1,,161.4166412317731,62.5570441331042,167.0232545163831,162.54649999999998,158.06974548361686,2.8735599817193664,,,42.264966243737284,25.80763933169668,27.28193950975322,10.218029234203632,-58.25747724317283,163.1
2022-12-23 05:00:00,2685137.0,163.1128,163.39,163.1,163.82,162.33,38390,163.27,162.21,160.58,161.49,160.48,,161.57696111446137,61.93642646138863,166.9946805062434,162.7205,158.44631949375656,2.7747342687394103,,,41.59096449565328,36.410923276983105,29.654309396673302,18.503939412964776,-60.46814044213273,162.99
2022-12-27 05:00:00,2669310.0,162.7967,163.49,162.99,163.81,161.7797,47530,163.1,163.27,162.21,160.58,161.49,,161.7115362464174,61.51119000141638,166.7423807308509,162.94850000000002,159.15461926914915,2.7215603924008818,,,40.62294556019676,39.7919375812744,34.00350006331808,2.564068811204489,-61.89856957087116,162.23
2022-12-28 05:00:00,2944692.0,162.9142,163.7,162.23,164.69,162.11,46372,162.99,163.1,163.27,162.21,160.58,,161.7609137467586,58.52163602535527,166.2844409389718,163.15000000000003,160.01555906102826,2.7114489358008176,,,40.02463401585141,35.283918508885925,37.16225978904782,-1.500252209689979,-71.78153446033825,162.56
2022-12-29 05:00:00,3112642.0,162.7614,162.96,162.56,163.88,162.19,47179,162.23,162.99,163.1,163.27,162.21,,161.83701719944827,59.44335664812891,166.23547410065783,163.21900000000002,160.20252589934222,2.6384882975293307,2.0684712391808375,3.0455354404193904,39.46905901038787,32.94321629822276,36.00635746279437,-19.48859464078485,-67.49024707412222,161.61
2022-12-30 05:00:00,3680370.0,161.157,162.23,161.61,162.845,159.82,52634,162.56,162.23,162.99,163.1,163.27,,161.81539651378654,55.61209930094573,166.23659304974376,163.21800000000002,160.19940695025628,2.666096276277236,1.8188894208390423,2.8002062365033207,37.49434324749733,28.01183671073545,32.07965717261472,-105.16825630225642,-76.69270833333309,162.38
2023-01-03 05:00:00,4937722.0,162.0708,162.04,162.38,163.02,160.81,60604,161.61,162.56,162.23,162.99,163.1,,161.8691682743783,57.976298705429684,166.18663845519163,163.15400000000005,160.12136154480848,2.6335179708288625,1.664044527028949,2.572973894608446,35.73708808729747,29.716792641959316,30.223948550305852,-63.627189865574,-66.66666666666667,163.69
2023-01-04 05:00:00,4440480.0,163.3505,162.4,163.69,164.28,161.51,66792,162.38,161.61,162.56,162.23,162.99,,162.04258081967558,61.712590098639076,166.16311728217508,163.14150000000004,160.119882717825,2.6432666871982304,1.6282652566417823,2.3840321670151132,34.64030898905816,39.82176677489187,32.51679870919556,2.3032541153507813,-37.17532467532457,163.49
2023-01-05 05:00:00,3516002.0,163.6932,163.09,163.49,164.49,162.34,58599,163.69,162.38,161.61,162.56,162.23,,162.18043026542077,60.82346881439409,166.1444651266705,163.13000000000005,160.1155348733296,2.6080333523983574,1.5657229193681417,2.220370317485719,33.708299988827754,57.17245052460668,42.23700331381931,18.396782718355738,-24.640657084188653,166.55
2023-01-06 05:00:00,5099112.0,166.4493,164.84,166.55,168.11,164.12,73859,163.49,163.69,162.38,161.61,162.56,,162.59657976395212,68.3393956982937,166.40968481777347,163.18750000000006,159.96531518222665,2.751745255798475,1.7429820805427312,2.1248926700971213,34.07525542910925,73.12205513524869,56.70542414491576,169.2792180862134,-18.81785283474063,161.66
2023-01-09 05:00:00,7832955.0,163.4626,165.9,161.66,166.28,160.88,88622,166.55,163.49,163.69,162.38,161.61,,162.50738169119478,51.376699490643404,165.98610132497848,162.97100000000006,159.95589867502164,2.9601920232414423,1.4719118269838702,1.9942965014744711,32.68057817293198,59.578968748374564,63.29115813607666,-8.82179861900713,-77.80458383594693,159.64
2023-01-10 05:00:00,5936187.0,159.7147,162.23,159.64,162.42,158.3,89986,161.66,166.55,163.49,163.69,162.38,,162.23429772060481,46.26777420805185,166.14535498862364,162.80000000000004,159.45464501137644,3.043035450152766,1.081621322606054,1.8117614657007877,30.374576258152075,39.01236480667861,57.237796230100635,-162.3521360918881,-86.34046890927651,157.17
2023-01-11 05:00:00,7492023.0,156.5775,159.22,157.17,159.34,155.06,117697,159.64,161.66,166.55,163.49,163.69,,161.7519836519758,40.91066874757135,166.34173726812045,162.39250000000004,158.44326273187963,3.15281863228471,0.5664749579498505,1.5627041641506003,29.300422300350824,17.341176543418424,38.64417003282389,-255.10875308941385,-83.8314176245212,152.22
2023-01-12 05:00:00,7665110.0,152.7761,155.0,152.22,155.26,151.72,110625,157.17,159.64,161.66,166.55,163.49,,160.84417568512094,32.73148105154442,167.55733893362927,161.76400000000004,155.9706610663708,3.3169030156929438,-0.23845709365201628,1.202471912590077,29.16624262870347,10.959584700245154,22.437708683447415,-328.96850086722134,-96.94935936546675,153.6
2023-01-13 05:00:00,6019501.0,153.015,152.09,153.6,153.81,151.34,74600,152.22,157.17,159.64,161.66,166.55,,160.1542541912999,36.540629732893336,167.81220533639203,161.20100000000002,154.58979466360802,3.256409943143448,-0.7562989335833947,0.8107177433553825,29.130759321094718,10.89855634819916,13.066439197287599,-249.99707403168063,-86.5235539654145,152.83
2023-01-17 05:00:00,8507159.0,153.4259,153.8,152.83,155.1,152.58,79086,153.6,152.22,157.17,159.64,161.66,,159.45670617308087,35.33820776878006,168.1672590201773,160.68750000000003,153.20774097982274,3.2038092329189145,-1.2148211849987547,0.40560995768455504,28.55439911940716,8.470666735065018,10.10960259450313,-178.84378881489377,-91.11508646392363,149.2
2023-01-18 05:00:00,6190824.0,150.0161,152.12,149.2,152.42,149.07,87353,152.83,153.6,152.22,157.17,159.64,,158.47987701373984,30.279594177105118,169.12674002789907,160.1235,151.12025997210094,3.243537144853279,-1.849790798671762,-0.045470193586708396,28.85183536129715,7.681377559968493,9.016866881077577,-193.95928889645214,-99.31722689075633,148.71
2023-01-19 05:00:00,7170148.0,149.1842,148.95,148.71,150.54,147.3317,74716,149.2,152.83,153.6,152.22,157.17,,157.54941253624082,29.662336524584365,169.73658169104857,159.48450000000003,149.23241830895148,3.241020205935186,-2.3652821962939754,-0.5094325941281619,29.478888879895486,5.400349778734731,7.184131357922767,-171.00171994675577,-93.36663730911577,149.59
2023-01-20 05:00:00,7059012.0,148.5564,149.43,149.59,149.71,147.15,86801,148.71,149.2,152.83,153.6,152.22,,156.79137324707503,32.33031229017449,170.03624227282438,158.93500000000003,147.83375772717568,3.1923759055112444,-2.6720030098578604,-0.9419466772741016,30.097466817438224,6.3191190580578676,6.4669487989203835,-140.11407190583452,-88.35877862595422,148.55
2023-01-23 05:00:00,7616363.0,148.8596,149.86,148.55,150.43,148.0542,78805,149.59,148.71,149.2,152.83,153.6,,156.00648055687742,30.84141876399986,170.11775509607102,158.25200000000004,146.38624490392905,3.134049055117584,-2.9648241257856114,-1.3465221669764036,30.34017223695451,8.317991125969018,6.679153320920558,-116.8709544964725,-93.32061068702286,147.69
2023-01-24 05:00:00,5171361.0,147.5144,148.08,147.69,148.865,146.44,74042,148.55,149.59,148.71,149.2,152.83,158.80700000000002,155.21443478955575,29.626401519912417,169.9487318021803,157.47300000000004,144.99726819781978,3.0834026940377575,-3.2290591980847125,-1.7230295731980654,30.922144492266305,8.02965133960598,7.555587174544307,-115.74892714236883,-94.23165666820489,147.79
2023-01-25 05:00:00,5744293.0,147.3165,147.38,147.79,147.98,146.5,64397,147.69,148.55,149.59,148.71,149.2,158.7684,154.50734576197902,29.971868753773794,169.58070453499965,156.70750000000004,143.83429546500042,2.968873930177917,-3.391305374979055,-2.0566847335542633,31.46254730077012,6.2258478143702805,7.524496759981777,-104.50372125200772,-93.77018920166131,147.4
2023-01-26 05:00:00,4577825.0,147.6576,147.92,147.4,148.7,147.11,64701,147.79,147.69,148.55,149.59,148.71,158.7132,153.83045568940958,29.366392666424428,169.07033099567695,155.92800000000005,142.78566900432315,2.870382935165207,-3.510885081947805,-2.3475248032329716,31.59457031796067,5.476080602984131,6.577193252320149,-90.31682721530437,-95.56991232118132,146.28
2023-01-27 05:00:00,4591481.0,146.5928,147.31,146.28,147.6799,146.015,67312,147.4,147.79,147.69,148.55,149.59,158.60399999999998,153.11136467137058,27.639551983092055,168.57856971278585,155.13050000000004,141.68243028721423,2.7842770112248365,-3.653907529493722,-2.608801348485122,31.991981346025092,3.9891906018520253,5.230373006402163,-92.48590842202866,-98.69232667160122,145.65
2023-01-30 05:00:00,4573369.0,145.9264,145.87,145.65,147.12,145.26,64108,146.28,147.4,147.79,147.69,148.55,158.4562,152.40075851219243,26.68886196093926,167.8838080359983,154.28500000000005,140.6861919640018,2.7182572247087777,-3.7745785920497212,-2.8419567971980415,32.54539640464661,2.670162759981583,4.045144654939264,-91.66329540307807,-97.72727272727263,147.75
2023-01-31 05:00:00,5628869.0,146.664,145.63,147.75,147.85,144.41,71128,145.65,146.28,147.4,147.79,147.69,158.37380000000002,151.95782913007886,34.74596201429191,167.03881017936746,153.59200000000004,140.14518982063262,2.7698102800867224,-3.658584939157123,-3.005282425589858,33.26348823362229,8.650488523661808,5.1032806284984895,-78.80150004517043,-77.62893503014064,146.6
2023-02-01 05:00:00,5439922.0,146.4291,146.63,146.6,147.44,145.25,67533,147.75,145.65,146.28,147.4,147.79,158.2626,151.44755968911895,32.631000749747145,165.94295601210024,152.80300000000005,139.66304398789987,2.750538117223385,-3.617751337156875,-3.127776207903261,33.9302877890997,14.942708013273885,8.754453098972443,-76.47691474701217,-79.81566820276498,144.84
2023-02-02 05:00:00,6160758.0,144.6489,145.93,144.84,145.93,143.44,91624,146.6,147.75,145.65,146.28,147.4,158.0598,150.81826829015523,29.655856299431484,164.43355607240855,151.86050000000006,139.28744392759157,2.779785394564571,-3.684930123770272,-3.239206991076663,34.97946284762567,18.18741927685306,13.926871937929603,-90.20724758322048,-87.9931389365351,145.2
2023-02-03 05:00:00,6552966.0,145.5299,145.92,145.2,146.8,144.7,69598,144.84,146.6,147.75,145.65,146.28,157.8216,150.28319511966424,31.04083837432897,162.63188447657834,150.94600000000005,139.26011552342177,2.7312292949528176,-3.6668516218432217,-3.324735917229975,35.40707077216056,15.761844161113755,16.29732381708025,-76.14620339027219,-84.90566037735856,145.02
2023-02-06 05:00:00,4296963.0,145.5305,145.74,145.02,146.33,144.805,64176,145.2,144.84,146.6,147.75,145.65,157.52620000000002,149.78193844160097,30.715208411654977,159.36955363142394,149.86950000000004,140.36944636857615,2.6450700595990453,-3.625259044870802,-3.3848405427581403,35.80413527351438,14.898618491508373,16.28262730982508,-78.40556429840554,-82.40534521158114,145.14
2023-02-07 05:00:00,5401859.0,144.5833,144.58,145.14,145.462,143.66,65214,145.02,145.2,144.84,146.6,147.75,157.24120000000002,149.3398490662104,31.233129508453146,157.05551416623345,149.04350000000005,141.03148583376665,2.5848507696276846,-3.5417861250790565,-3.4162296592223234,36.48010505500563,18.877552127630356,16.51267159341751,-90.75275157232707,-76.05633802816916,144.61
2023-02-08 05:00:00,5753781.0,145.2417,145.41,144.61,146.35,144.47,72694,145.14,145.02,145.2,144.84,146.6,156.941,148.88938725038085,30.160753281244563,154.88042803709152,148.29200000000006,141.7035719629086,2.5345042860828495,-3.4783040810818022,-3.428644543594219,36.51251765599635,19.425504728380847,17.733891782506543,-81.68919002255005,-83.2618025751071,148.7
2023-02-09 05:00:00,12216912.0,149.9284,148.5,148.7,153.7,147.9,151166,144.61,145.14,145.02,145.2,144.84,156.7464,148.8713503693922,45.664799977775175,153.0607529791949,147.86850000000004,142.6762470208052,3.002753979934073,-3.0626608377097853,-3.3554478024173324,34.57572849852575,30.64963864231269,22.98423183277465,61.9474767490558,-48.73294346978562,152.05
2023-02-10 05:00:00,8956730.0,151.8672,149.69,152.05,153.18,148.77,113716,148.7,144.61,145.14,145.02,145.2,156.6234,149.17407890564056,54.562300783912995,153.02421145964558,147.86000000000007,142.69578854035456,3.108271552795926,-2.4348758369173424,-3.1713334093173344,32.777281423731615,50.64112753669273,33.57209030246211,106.51351578933173,-16.081871345029032,153.73
2023-02-13 05:00:00,5602677.0,153.0489,152.02,153.73,153.78,151.26,69367,152.05,148.7,144.61,145.14,145.02,156.47439999999997,149.6079761527224,58.25419121504167,153.05983909926314,147.86650000000006,142.67316090073697,3.0662521561676463,-1.7812565247646717,-2.893318032406802,31.308165298309888,78.23387539699597,53.17488052533381,156.4933256042626,-0.48355899419740184,152.59
2023-02-14 05:00:00,4659591.0,152.6707,153.92,152.59,154.0,151.76,57830,153.73,152.05,148.7,144.61,145.14,156.2936,149.8919784238917,54.989142457024954,153.00282195961924,147.8545000000001,142.70617804038093,3.0072341450128155,-1.339802573365688,-2.582614940598579,30.019911612986512,90.02743231116695,72.96747841495191,156.4100925797803,-13.352272727272691,151.06
2023-02-15 05:00:00,5640431.0,151.7745,152.62,151.06,153.49,150.83,68781,152.59,153.73,152.05,148.7,144.61,156.0416,150.00321857399723,50.86834415565209,153.25443838290204,147.94750000000008,142.64056161709811,2.9824317060833283,-1.1007169695816685,-2.286235346395197,28.400998594692734,86.10775306254027,84.78968692356776,116.8358657126774,-27.84090909090906,149.53
2023-02-16 05:00:00,3757489.0,149.7133,149.11,149.53,150.5,148.73,55638,151.06,152.59,153.73,152.05,148.7,155.7534,149.95815013837847,47.06968452237098,153.33091995727423,147.9885000000001,142.64608004272597,2.9358294413630914,-1.0229066877613775,-2.033569614668433,26.711339139846984,72.15909090909092,82.76475876093275,46.9891175900181,-42.32954545454543,151.31
2023-02-17 05:00:00,4462520.0,150.7914,149.15,151.31,151.39,148.61,56436,149.53,151.06,152.59,153.73,152.05,155.5052,150.0868977442472,51.598216134232956,153.5704420484486,148.07450000000009,142.57855795155157,2.9246987669800113,-0.808292857984668,-1.78851426333168,24.830479374840063,68.11868686868688,75.4618436134394,67.19718046566163,-25.47348484848482,152.0
2023-02-21 05:00:00,8466058.0,151.8797,149.82,152.0,153.02,149.82,87949,151.31,149.53,151.06,152.59,153.73,155.2372,150.26909795908082,53.26733490768636,154.00226228767383,148.24700000000007,142.4917377123263,2.944363140767155,-0.575894069891973,-1.5459902246437385,23.71022979890788,71.08585858585859,70.45454545454551,91.22627860308893,-18.939393939393934,150.67
2023-02-22 05:00:00,6041747.0,151.0609,151.0,150.67,152.15,150.24,85430,152.0,151.31,149.53,151.06,152.59,154.9308,150.30727910583505,49.70898996193425,154.2394900530349,148.39600000000007,142.55250994696524,2.8704800592837865,-0.4933492180257133,-1.3354620233201335,22.669998049827992,74.68434343434339,71.29629629629633,67.19294856520708,-31.53409090909102,152.07
2023-02-23 05:00:00,5993448.0,152.1219,150.9,152.07,153.57,149.17,82959,150.67,152.0,151.31,149.53,151.06,154.711,150.4751572862317,53.24926193826565,154.65891725847902,148.61000000000007,142.56108274152112,2.9797314836206596,-0.3113742005461404,-1.1306444587653348,22.234000649762642,76.95371265849982,74.24130489290066,73.66570121885549,-18.665377176015532,152.71
2023-02-24 05:00:00,5621293.0,152.2303,151.3,152.71,152.98,150.905,76441,152.07,150.67,152.0,151.31,149.53,154.4588,150.68799944944774,54.81520235274603,155.15057920268072,148.87550000000007,142.60042079731943,2.9151078062191833,-0.11419862616133969,-0.9273552922445358,21.829145921130532,79.10823662153446,76.91543090479261,79.50945400227467,-12.475822050290054,154.28
2023-02-27 05:00:00,6828968.0,154.2149,153.26,154.28,154.745,153.1,84892,152.71,152.07,150.67,152.0,151.31,154.2486,151.03009473997653,58.48852664530768,155.85052996190228,149.27550000000008,142.70047003809788,2.852242962917813,0.16682723554939116,-0.7085187866857504,22.080860220505713,88.22131428586384,81.4277545219661,111.32356676850753,-4.19485791610287,153.9
2023-02-28 05:00:00,7561840.0,153.7446,153.96,153.9,154.37,152.62,84168,154.28,152.71,152.07,150.67,152.0,154.02939999999998,151.30341905045495,57.27485951696391,156.33621359463746,149.68800000000007,143.0397864053627,2.7735113227093975,0.35478963733928026,-0.4958571018807443,22.046679134947624,91.7018252504562,86.34379205261821,94.80451866635089,-8.223844282238426,155.27
2023-03-01 05:00:00,5485959.0,154.5153,152.76,155.27,155.58,152.37,78430,153.9,154.28,152.71,152.07,150.67,153.8728,151.68118866469734,60.46039799599823,157.07212499887888,150.06400000000008,143.05587500112128,2.8046890853730124,0.6072981898830392,-0.2752260435279876,22.4356436380116,94.51494648944175,91.47936200858732,104.71893379577062,-4.03645833333336,154.38
2023-03-02 05:00:00,4569616.0,154.8292,155.23,154.38,155.77,154.21,58993,155.27,153.9,154.28,152.71,152.07,153.7508,151.93821831567854,57.46301730442745,157.51233736266352,150.4530000000001,143.39366263733666,2.715782722132083,0.727214597831761,-0.07473791525603785,22.86179731467851,89.44209652106629,91.88628942032146,106.6412513369439,-19.413407821229264,156.06
2023-03-03 05:00:00,4851351.0,155.5304,154.33,156.06,156.17,154.005,66958,154.38,155.27,153.9,154.28,152.71,153.6422,152.33076895228058,61.35742097469122,157.98263659548462,151.01400000000007,144.0453634045155,2.676441099122648,0.9468959476738519,0.12958885732994013,23.39894650461103,91.69836913013701,91.88513738021506,117.23566569357955,-1.4550264550262646,155.28
2023-03-06 05:00:00,4051860.0,155.2717,155.79,155.28,156.46,154.545,53901,156.06,154.38,155.27,153.9,154.28,153.5362,152.61164809968244,58.6716286199182,158.18321297483394,151.5180000000001,144.85278702516624,2.6220524491853174,1.0459979061236595,0.312870667088684,24.002832596014834,88.03323952999546,89.72456839373297,113.29494088070886,-15.03184713375806,152.93
2023-03-07 05:00:00,4606864.0,153.0001,155.57,152.93,155.67,152.05,61027,155.28,156.06,154.38,155.27,153.9,153.3506,152.6419673282841,51.375104863012275,157.89290891726878,151.91350000000008,145.93409108273138,2.69333441710065,0.9242572991413169,0.4351479934992106,23.021251929740703,79.51499118165785,86.41553328059683,54.98531852419279,-44.968152866242086,149.6
2023-03-08 05:00:00,5860279.0,149.9206,152.79,149.6,153.74,148.54,83900,152.93,155.28,156.06,154.38,155.27,153.0772,152.3522561541618,43.18036422014907,157.37566128782976,152.1365000000001,146.89733871217044,2.872381958736319,0.5527026093501206,0.45865891666939257,22.209557460052256,51.12794612794607,72.8920589465332,-55.48850307925631,-86.61616161616162,147.35
2023-03-09 05:00:00,5350616.0,148.3138,150.07,147.35,150.91,146.575,81097,149.6,152.93,155.28,156.06,154.38,152.7622,151.8758508061464,38.689790432135005,156.81510885589432,152.27350000000007,147.73189114410582,2.9768546759694394,0.07581272293992924,0.3820896779234999,22.131158586989873,25.418615793000825,52.02051770086831,-161.94491827840608,-92.1598381385938,149.71
2023-03-10 05:00:00,6825537.0,149.4432,147.84,149.71,150.64,147.47,91000,147.35,149.6,152.93,155.28,156.06,152.49660000000003,151.6695793007991,45.13484122525844,156.72585597218782,152.3240000000001,147.92214402781238,2.9992221991144787,-0.11042080883945005,0.28358758057090994,22.058359633431945,17.646239838956124,31.3976005866344,-117.32871344305619,-68.2852807283762,151.95
2023-03-13 04:00:00,7653805.0,152.2366,149.0,151.95,153.32,149.0,106742,149.71,147.35,149.6,152.93,155.28,152.291,151.69628603405633,50.45820317888301,156.72231647737442,152.31900000000007,147.91568352262573,3.093563470606301,-0.0763824555743895,0.21159357334185003,20.738345696769265,31.31006575619627,24.791640462717805,-32.446987100926485,-45.62468386444118,153.85
2023-03-14 04:00:00,6644091.0,152.8786,151.95,153.85,153.99,151.46,78698,151.95,149.71,147.35,149.6,152.93,152.11679999999998,151.90140164986047,54.49160202202443,156.73631046288074,152.32500000000007,147.9136895371194,3.0533089369915656,0.10272317681929621,0.18981949403733928,19.279006379633504,53.22879784184789,34.061701145666824,33.56273073349587,-26.403641881638933,154.06
2023-03-15 04:00:00,6304637.0,153.4118,152.18,154.06,154.38,151.725,84982,153.85,151.95,149.71,147.35,149.6,151.9658,152.10698244511187,54.92837225799095,156.8735475975018,152.39850000000007,147.92345240249833,3.024858298635025,0.25862960474233887,0.2035815161783392,18.087519860897192,67.89748777609165,50.812117124711996,42.90317274477706,-24.27921092564493,155.3
2023-03-16 04:00:00,6331262.0,154.8882,153.2,155.3,155.92,152.51,84121,154.06,153.85,151.95,149.71,147.35,151.8242,152.41107935510124,57.52090256685316,157.21177145471128,152.61050000000006,148.00922854528883,3.0523684201610948,0.47674854850262705,0.2582149226431968,17.60040987310625,79.19406508177372,66.77345023323782,79.34056505484887,-11.734951947394986,154.22
